C(w1;w2),collocation,tag pattern
1362,"('sesleri', 'alkışlar')",NN
1354,"('Sıddık', 'Altay')",NN
1342,"('Değerli', 'arkadaşlar')",AN
1341,"('Genel', 'Kurul')",AN
1317,"('için', 'de')",AN
1310,"('ilişkin', 'Cumhurbaşkanlığı')",NN
1274,"('Cumhurbaşkanlığı', 'tezkeresi')",NN
1265,"('Yüce', 'Meclisin')",AN
1265,"('Bursa', 'Milletvekili')",NN
1263,"('Milletvekili', 'Halit')",NN
1238,"('saygılarımla', 'arz')",NN
1235,"('kadar', 'Devlet')",NN
1230,"('iddiasına', 'ilişkin')",NN
1221,"('en', 'önemli')",NN
1212,"('Sayılı', 'Kanun')",AN
1185,"('Madde', 'üzerinde')",NN
1174,"('DEVLET', 'BAKANI')",NN
1171,"('Yılı', 'Bütçesi')",NN
1168,"('söz', 'talebi')",NN
1167,"('Eğitim', 'Bakanı')",NN
1167,"('BAŞKAN', 'Bilgilerinize')",AN
1164,"('çok', 'önemli')",AN
1156,"('BAŞKAN', 'Buyurun')",AN
1155,"('Bülent', 'Akarcalı')",NN
1152,"('Lütfü', 'Esengün')",NN
1145,"('adına', 'söz')",NN
1143,"('Devlet', 'Bakanından')",NN
1140,"('ilişkin', 'Devlet')",NN
1139,"('Milletvekili', 'Ahmet')",NN
1108,"('kanun', 'tasarısının')",NN
1077,"('son', 'derece')",AN
1073,"('soru', 'önergesinin')",NN
1044,"('ederim', 'Saygılarımla')",NN
1026,"('sayılı', 'yazınız')",AN
1025,"('KAPUSUZ', 'Kayseri')",NN
1007,"('Sabri', 'Ergül')",NN
1005,"('süreniz', 'dakikadır')",NN
988,"('Maliye', 'Bakanı')",AN
970,"('BAŞKAN', 'Madde')",AN
954,"('günü', 'saat')",NN
953,"('üzerinde', 'söz')",NN
944,"('Ağrı', 'Milletvekili')",NN
923,"('olan', 'Devlet')",AN
917,"('saat', 'te')",NN
908,"('Süleyman', 'Demirel')",NN
906,"('Ersönmez', 'Yarbay')",NN
881,"('gereğini', 'arz')",AN
871,"('değerli', 'arkadaşlarım')",AN
866,"('Türkiye', 'yi')",AN
864,"('Maddeyi', 'oylarınıza')",NN
862,"('Meclis', 'Araştırması')",NN
862,"('sayılı', 'Kanun')",AN
859,"('Kaynaklar', 'Bakanı')",NN
859,"('daha', 'sonra')",NN
849,"('Bir', 'dakika')",AN
847,"('Türk', 'Silahlı')",NN
845,"('Milletvekili', 'Bülent')",NN
839,"('Altay', 'ın')",NN
838,"('inci', 'maddesinin')",AN
836,"('bir', 'süre')",AN
832,"('teklif', 'ederiz')",NN
827,"('sayılı', 'Kanunun')",AN
827,"('Kanun', 'Tasarısının')",NN
826,"('inci', 'maddesi')",AN
825,"('Hikmet', 'Uluğbay')",NN
821,"('Türk', 'Ceza')",NN
815,"('çok', 'daha')",AN
813,"('Ali', 'Rıza')",AN
808,"('maddesi', 'gereğince')",NN
806,"('sayılı', 'kanun')",AN
803,"('aynı', 'zamanda')",AN
801,"('Dışişleri', 'Bakanı')",NN
801,"('doğru', 'mudur')",AN
798,"('Bakanı', 'tarafından')",NN
788,"('Erzincan', 'Milletvekili')",NN
785,"('Prof', 'Dr')",NN
785,"('ne', 'gibi')",AN
785,"('Ertuğrul', 'Yalçınbayır')",NN
780,"('genel', 'görüşme')",AN
779,"('Hatay', 'Milletvekili')",NN
771,"('zaman', 'zaman')",NN
769,"('Başkanlığı', 'Sayı')",NN
763,"('Mustafa', 'Taşar')",NN
757,"('toplanmak', 'üzere')",AN
757,"('soru', 'önergesine')",NN
753,"('Anayasa', 'Mahkemesi')",NN
752,"('bir', 'Meclis')",AN
751,"('Mustafa', 'Kalemli')",NN
744,"('Sayın', 'Erbakan')",AN
740,"('Yüce', 'Meclisi')",AN
733,"('Kurulu', 'Başkanlığı')",AN
730,"('ne', 'yazık')",AN
729,"('Meral', 'Akşener')",NN
724,"('Milletvekili', 'Sıddık')",NN
724,"('Yılmaz', 'ın')",AN
720,"('nci', 'maddesi')",NN
718,"('olağanüstü', 'hal')",AN
716,"('Necmettin', 'Erbakan')",NN
715,"('inci', 'sırada')",AN
713,"('Yalım', 'Erez')",NN
710,"('her', 'zaman')",AN
708,"('yılı', 'bütçesinin')",NN
707,"('Mustafa', 'Kul')",NN
706,"('komisyonlarına', 'Başkanlığa')",NN
704,"('Devlet', 'Bakanlığı')",NN
704,"('sırasında', 'yer')",NN
703,"('Ticaret', 'Bakanı')",NN
703,"('Maliye', 'Bakanlığı')",AN
701,"('Adalet', 'Bakanı')",NN
700,"('Gaziantep', 'Milletvekili')",NN
698,"('Zeki', 'Ünal')",AN
696,"('Çiller', 'in')",AN
695,"('Yüce', 'Meclise')",AN
695,"('Ersin', 'Taranoğlu')",AN
694,"('Sayın', 'Komisyon')",AN
686,"('Ali', 'Şahin')",AN
685,"('ben', 'de')",NN
685,"('Grup', 'Başkanvekili')",NN
684,"('Sayın', 'Mehmet')",AN
683,"('Aydın', 'Milletvekili')",AN
682,"('Genel', 'Kurulda')",AN
681,"('nci', 'maddesine')",NN
681,"('Bakanı', 'Mehmet')",NN
679,"('Güneydoğu', 'Anadolu')",AN
678,"('maddesi', 'uyarınca')",NN
676,"('bir', 'de')",AN
673,"('Yaşar', 'Okuyan')",NN
672,"('siyasî', 'parti')",AN
667,"('cevaplandırılmasını', 'arz')",NN
665,"('Denizli', 'Milletvekili')",NN
663,"('Bakanlığı', 'Araştırma')",NN
662,"('teklifi', 'üzerine')",NN
661,"('TBMM', 'Başkanlığının')",NN
660,"('Cevat', 'Ayhan')",NN
658,"('ondan', 'sonra')",AN
656,"('Mustafa', 'Ünaldı')",NN
655,"('bundan', 'sonra')",NN
655,"('Genel', 'Müdür')",AN
654,"('bir', 'biçimde')",AN
652,"('Köy', 'Hizmetleri')",NN
651,"('kanun', 'tasarısı')",NN
650,"('Köyişleri', 'Bakanı')",NN
643,"('Bülent', 'Ecevit')",NN
643,"('Söz', 'konusu')",NN
642,"('Refah', 'Partisinin')",NN
641,"('Bağ', 'Kur')",NN
639,"('ne', 'de')",AN
639,"('inci', 'sırasında')",AN
638,"('Milletvekili', 'Sabri')",NN
637,"('Sayın', 'Mustafa')",AN
631,"('Şu', 'anda')",AN
630,"('Sağlık', 'Bakanından')",AN
628,"('amacıyla', 'Meclis')",AN
623,"('MATKAP', 'Hatay')",NN
620,"('Ergül', 'ün')",NN
617,"('ın', 'vekâlet')",NN
613,"('ne', 'kadardır')",AN
612,"('gündemdışı', 'söz')",AN
612,"('Sıvas', 'Milletvekili')",NN
610,"('Adana', 'Milletvekili')",NN
607,"('Güvenlik', 'Bakanı')",NN
606,"('Demirel', 'Cumhurbaşkanı')",NN
604,"('Manisa', 'Milletvekili')",NN
603,"('Kur', 'an')",NN
602,"('Mustafa', 'Kemal')",NN
602,"('No', 'lu')",NN
600,"('Ercan', 'Karakaş')",NN
600,"('Bütçe', 'Kanunu')",NN
600,"('Genel', 'Kurula')",AN
599,"('Yüce', 'Heyetinizi')",AN
599,"('sunarım', 'Süleyman')",NN
599,"('nedir', 'Cevap')",AN
595,"('Hilmi', 'Develi')",NN
590,"('biz', 'de')",NN
590,"('Kültür', 'Bakanı')",NN
588,"('Grubu', 'Başkanvekili')",NN
587,"('Savunma', 'Bakanı')",NN
586,"('Cafer', 'Tufan')",NN
585,"('Şevket', 'Kazan')",NN
584,"('Tufan', 'Yazıcıoğlu')",NN
583,"('Murat', 'Başesgioğlu')",NN
580,"('kabul', 'edilen')",NN
576,"('GÜNEY', 'Bayburt')",AN
575,"('GENEL', 'KURULA')",AN
571,"('Başkanlığının', 'tarih')",NN
569,"('KURULA', 'SUNUŞLARI')",NN
569,"('ANAP', 'DSP')",NN
569,"('Sayın', 'Bakanın')",AN
568,"('Yozgat', 'Milletvekili')",NN
568,"('Hakkında', 'Kanunun')",NN
567,"('devam', 'eden')",NN
564,"('Cumhur', 'Ersümer')",NN
562,"('iddia', 'edilen')",NN
561,"('Bir', 'Maddesinde')",AN
561,"('Sayın', 'Hükümet')",AN
560,"('şahsım', 'adına')",AN
560,"('Bakanı', 'Mustafa')",NN
559,"('bilgilerinize', 'sunarım')",NN
558,"('Sayın', 'Başbakanın')",AN
557,"('Sayın', 'Tansu')",AN
556,"('Eğitim', 'Bakanından')",NN
555,"('Tevhit', 'Karakaya')",NN
553,"('Parti', 'Grubu')",NN
552,"('GEÇEN', 'TUTANAK')",AN
552,"('Turhan', 'Tayan')",NN
552,"('Abdüllatif', 'Şener')",NN
549,"('OYA', 'ARASLI')",AN
548,"('bir', 'kanun')",AN
546,"('Bakanlığı', 'Sayı')",NN
544,"('Diğer', 'taraftan')",AN
542,"('Sayı', 'APK')",NN
542,"('Kanunu', 'Tasarısı')",NN
541,"('maddeleri', 'uyarınca')",NN
541,"('KANUN', 'TASARI')",NN
535,"('Balıkesir', 'Milletvekili')",NN
535,"('Cumhuriyeti', 'Hükümeti')",NN
534,"('Geçici', 'Madde')",AN
534,"('Antalya', 'Milletvekili')",NN
534,"('Madde', 'kabul')",NN
533,"('ilişkin', 'Enerji')",NN
531,"('Oya', 'Araslı')",AN
529,"('inci', 'maddesine')",AN
528,"('Kaynaklar', 'Bakanından')",NN
527,"('Fuat', 'Çay')",NN
527,"('Soruyu', 'cevaplandıracak')",NN
526,"('önergesinin', 'cevabı')",NN
523,"('Taşar', 'ın')",NN
523,"('Zekeriya', 'Temizel')",NN
522,"('Silahlı', 'Kuvvetleri')",NN
522,"('bir', 'kere')",AN
518,"('bir', 'konu')",AN
517,"('BAŞKAN', 'Başkanvekili')",AN
517,"('Eğitim', 'Bakanlığı')",NN
516,"('Başbakanlık', 'Tezkeresi')",NN
515,"('Arıkan', 'Bedük')",NN
514,"('Esengün', 'ün')",NN
514,"('Türkiye', 'deki')",AN
514,"('Rıza', 'Gönül')",NN
514,"('Saffet', 'Arıkan')",NN
514,"('ihtiyacına', 'ilişkin')",NN
512,"('gruplar', 'adına')",NN
511,"('Kütahya', 'Milletvekili')",NN
510,"('nci', 'sırada')",NN
509,"('Başbakanın', 'teklifi')",NN
508,"('ın', 'Ağrı')",NN
506,"('Hükümet', 'adına')",NN
506,"('Mehmet', 'Elkatmış')",NN
505,"('Hüsamettin', 'Özkan')",NN
504,"('Erbakan', 'ın')",NN
503,"('GENEL', 'GÖRÜŞME')",AN
503,"('Millet', 'Meclisinde')",NN
500,"('YAZILI', 'SORULAR')",AN
500,"('Kanunu', 'ile')",NN
499,"('üzere', 'söz')",NN
499,"('Aşağıdaki', 'sorumun')",AN
497,"('Rize', 'Milletvekili')",NN
496,"('Milletvekili', 'Hasan')",NN
492,"('APK', 'Konu')",NN
491,"('Recai', 'Kutan')",NN
490,"('Kemalettin', 'Göktaş')",NN
489,"('inci', 'maddeleri')",AN
487,"('Yarbay', 'ın')",NN
486,"('Hasan', 'Hüseyin')",NN
485,"('üzere', 'toplam')",NN
485,"('milletvekili', 'arkadaşlarım')",NN
485,"('Birleşmiş', 'Milletler')",AN
483,"('Partisi', 'Grubunun')",NN
483,"('Hakkında', 'Başbakanlık')",NN
483,"('Naci', 'Terzi')",NN
482,"('Kâzım', 'Arslan')",AN
480,"('bir', 'kısmı')",AN
480,"('Görevleri', 'Hakkında')",NN
480,"('Tevfik', 'Diker')",NN
479,"('olan', 'sıra')",AN
478,"('Deniz', 'Baykal')",NN
478,"('imam', 'hatip')",NN
477,"('teşekkür', 'ederim')",NN
477,"('inci', 'maddeyi')",AN
477,"('aşağıdaki', 'şekilde')",AN
476,"('Yücel', 'Seçkiner')",NN
476,"('TEMEL', 'KARAMOLLAOĞLU')",AN
475,"('bir', 'yıl')",AN
475,"('Bütçe', 'komisyonlarına')",NN
474,"('nedir', 'Soru')",AN
473,"('başkanvekili', 'sözcü')",NN
473,"('cevaplandırılmasına', 'delaletlerinizi')",NN
473,"('Yalçınbayır', 'ın')",NN
472,"('nci', 'sırasında')",NN
472,"('Bakanı', 'Lütfü')",NN
471,"('kabul', 'edenler')",NN
470,"('Mehmet', 'Gözlükaya')",NN
469,"('Oltan', 'Sungurlu')",NN
469,"('sırada', 'yer')",NN
468,"('MEHMET', 'GÖZLÜKAYA')",NN
468,"('Anayasa', 'Mahkemesinin')",NN
468,"('hukuk', 'devleti')",NN
467,"('başkan', 'başkanvekili')",AN
467,"('Cumhuriyeti', 'ile')",NN
466,"('her', 'yıl')",AN
466,"('Adalet', 'Komisyonları')",NN
466,"('şu', 'andaki')",AN
465,"('bir', 'karar')",AN
465,"('Arz', 'ederim')",NN
460,"('Karaman', 'Milletvekili')",NN
460,"('Kemal', 'Albayrak')",NN
460,"('in', 'vekâlet')",NN
460,"('Eğitim', 'Kültür')",NN
458,"('Zeki', 'Çakıroğlu')",AN
457,"('Milletvekili', 'Ersönmez')",NN
457,"('Güneş', 'Taner')",NN
456,"('Hükümet', 'döneminde')",NN
456,"('kanun', 'tasarı')",NN
455,"('Sami', 'Türk')",AN
454,"('Sayın', 'Ahmet')",AN
453,"('Yılı', 'Bütçe')",NN
453,"('Konu', 'Soru')",NN
453,"('Nezir', 'Büyükcengiz')",NN
452,"('Heyetinizi', 'saygıyla')",NN
452,"('Mahmut', 'Işık')",NN
451,"('Kul', 'un')",NN
451,"('ana', 'kadar')",AN
451,"('tarihi', 'GÜNDEME')",AN
450,"('tarihine', 'kadar')",AN
449,"('ilişkin', 'Başkanlık')",NN
449,"('nci', 'maddesinin')",NN
447,"('kısa', 'zamanda')",AN
447,"('Ahmet', 'Denizolgun')",NN
446,"('sorunlarına', 'ilişkin')",NN
446,"('Soru', 'Önergeleri')",NN
446,"('Yalova', 'Milletvekili')",NN
446,"('ALGAN', 'HACALOĞLU')",NN
445,"('Kocaeli', 'Milletvekili')",NN
444,"('aynı', 'şekilde')",AN
444,"('Resmî', 'Gazetede')",AN
443,"('Şanlıurfa', 'Milletvekili')",NN
442,"('Devamla', 'Teşekkür')",NN
442,"('Bugüne', 'kadar')",NN
442,"('inci', 'maddesinde')",AN
441,"('Mehmet', 'Ağar')",NN
440,"('delaletlerinizi', 'arz')",NN
440,"('Ömer', 'Özyılmaz')",NN
439,"('Milletvekili', 'Ertuğrul')",NN
438,"('iddialarına', 'ilişkin')",NN
438,"('ilk', 'defa')",AN
438,"('arz', 'ederiz')",NN
437,"('Ayhan', 'Fırat')",NN
437,"('Sıtkı', 'Cengil')",NN
436,"('bir', 'kez')",AN
436,"('Yazılı', 'soru')",AN
436,"('değerli', 'milletvekili')",AN
436,"('Feridun', 'Pehlivan')",NN
436,"('Nihat', 'Matkap')",NN
436,"('Millet', 'Meclisine')",NN
435,"('Yusuf', 'Ekinci')",NN
434,"('yanı', 'sıra')",NN
434,"('no', 'lu')",NN
433,"('Mehmet', 'Aykaç')",NN
433,"('Devlet', 'Bakanlığına')",NN
433,"('yasa', 'tasarısı')",NN
432,"('Bilindiği', 'gibi')",AN
431,"('Refah', 'Partili')",NN
431,"('GÖZLÜKAYA', 'Denizli')",NN
430,"('Emin', 'Kul')",AN
430,"('Dairesi', 'Başkanlığı')",NN
429,"('yüzde', 'oranında')",NN
429,"('Okuyan', 'ın')",NN
427,"('bir', 'işlem')",AN
427,"('Nevzat', 'Ercan')",NN
426,"('Milletvekili', 'Yaşar')",NN
426,"('Osman', 'Hazer')",NN
426,"('Sayın', 'Baykal')",AN
424,"('inci', 'Hükümet')",AN
422,"('Erzurum', 'Milletvekili')",NN
422,"('Yılmaz', 'Ateş')",AN
422,"('Önergeyi', 'oylarınıza')",NN
