C(w1;w2),collocation,tag pattern
10,"('Sayın', 'Tanal')",AN
10,"('bir', 'açıklama')",AN
10,"('UNIFIL', 'Deniz')",NN
10,"('Deniz', 'Görev')",NN
10,"('görev', 'süresinin')",NN
10,"('için', 'Anayasa')",AN
10,"('Hükûmet', 'tarafından')",NN
10,"('adına', 'söz')",NN
10,"('bir', 'terör')",AN
10,"('Doğu', 'Türkistan')",AN
10,"('alkışlar', 'HDP')",NN
10,"('Demokratik', 'Partisine')",AN
10,"('ne', 'de')",AN
10,"('ın', 'Temmuz')",NN
10,"('Milletvekili', 'Musa')",NN
10,"('Çam', 'ın')",NN
10,"('değerli', 'milletvekili')",AN
10,"('ben', 'de')",NN
10,"('aynı', 'şekilde')",AN
10,"('ÖZEL', 'Isparta')",AN
10,"('GÖKCEN', 'ÖZDOĞAN')",NN
10,"('tarım', 'işçilerinin')",NN
10,"('Partisi', 'Grup')",NN
10,"('Grubu', 'aday')",NN
10,"('aday', 'listesinden')",NN
10,"('heyetinizi', 'saygılarımla')",NN
10,"('Siyasi', 'Partiler')",AN
10,"('Partiler', 'Kanunu')",NN
10,"('nün', 'nci')",AN
10,"('Suruç', 'ta')",NN
10,"('terör', 'olaylarının')",NN
10,"('Güneydoğu', 'Anadolu')",AN
10,"('Sayın', 'Baydemir')",AN
10,"('terör', 'örgütlerinin')",NN
10,"('yenilenmesine', 'karar')",AN
10,"('Bakanı', 'Cenap')",NN
10,"('uluslararası', 'hukuk')",AN
10,"('BALUKEN', 'Devamla')",NN
10,"('Bakanlığa', 'bağlı')",NN
9,"('Haziran', 'Salı')",NN
9,"('Kemal', 'Atatürk')",NN
9,"('Kurulu', 'Önerileri')",AN
9,"('Salı', 'günü')",NN
9,"('birleşimde', 'TBMM')",NN
9,"('büyük', 'Türk')",AN
9,"('kürsüye', 'davet')",NN
9,"('ilinden', 'ant')",NN
9,"('Ali', 'Haydar')",AN
9,"('Mehmet', 'Erdoğan')",NN
9,"('Tacettin', 'Bayır')",NN
9,"('Dengir', 'Mir')",NN
9,"('Mir', 'Mehmet')",NN
9,"('Mehmet', 'Fırat')",NN
9,"('SUNUŞLARI', 'Devam')",NN
9,"('Başkanı', 'seçimi')",AN
9,"('arz', 'ederim')",NN
9,"('Antalya', 'Milletvekili')",NN
9,"('oy', 'pusulasında')",NN
9,"('Baluken', 'in')",NN
9,"('üye', 'sayısı')",AN
9,"('Gücü', 'UNIFIL')",NN
9,"('görev', 'süresi')",NN
9,"('hudut', 'şümul')",NN
9,"('yüce', 'Meclisimizin')",AN
9,"('kabul', 'edilen')",NN
9,"('alkışlar', 'CHP')",NN
9,"('bir', 'yandan')",AN
9,"('Irak', 'taki')",AN
9,"('her', 'zaman')",AN
9,"('bir', 'karar')",AN
9,"('bir', 'tavır')",AN
9,"('Sayın', 'Buldan')",AN
9,"('dakikalık', 'süre')",NN
9,"('milletvekili', 'arkadaşlarım')",NN
9,"('alkışlar', 'OKTAY')",NN
9,"('başkan', 'vekilleri')",AN
9,"('nci', 'maddeleri')",NN
9,"('mücadele', 'eden')",NN
9,"('BAŞKAN', 'Buyurun')",AN
9,"('bir', 'hafta')",AN
9,"('dakika', 'söz')",NN
9,"('Eylül', 'Perşembe')",NN
9,"('Vekili', 'Koray')",NN
9,"('görevine', 'devam')",NN
9,"('numaralı', 'Başbakanlık')",NN
9,"('Yüksek', 'Seçim')",AN
9,"('CAN', 'Kırıkkale')",AN
9,"('Bakanlık', 'tarafından')",NN
9,"('Bakanlık', 'ile')",NN
9,"('ile', 'bağlı')",NN
8,"('Çarşamba', 'günü')",NN
8,"('Adana', 'ilinden')",NN
8,"('Ekmeleddin', 'Mehmet')",NN
8,"('Zeynep', 'Altıok')",NN
8,"('Ahmet', 'Kenan')",NN
8,"('Kenan', 'Tanrıkulu')",NN
8,"('Grubu', 'Temsilcisi')",NN
8,"('Tezkereler', 'Cumhurbaşkanlığının')",NN
8,"('Cumhurbaşkanlığının', 'Bakanlar')",NN
8,"('sunarım', 'Recep')",NN
8,"('Erdoğan', 'Cumhurbaşkanı')",NN
8,"('maddeleri', 'uyarınca')",NN
8,"('sırasındaki', 'kâtip')",NN
8,"('değerli', 'arkadaşlarım')",AN
8,"('için', 'seçim')",AN
8,"('Milletvekili', 'Mahmut')",NN
8,"('vekili', 'kâtip')",NN
8,"('Devam', 'Tezkereler')",NN
8,"('Tezkereler', 'Devam')",NN
8,"('Söz', 'konusu')",NN
8,"('Kuvvetleri', 'unsurlarının')",NN
