C(w1;w2),collocation,tag pattern
5646,"('değerli', 'arkadaşlarım')",AN
5581,"('Malî', 'Yılı')",AN
5564,"('Değerli', 'milletvekilleri')",AN
5564,"('kür', 'edi')",AN
5557,"('len', 'me')",NN
5479,"('ifa', 'de')",NN
5473,"('ge', 'le')",NN
5455,"('li', 'En')",NN
5442,"('ri', 'sin')",NN
5436,"('zen', 'le')",NN
5403,"('bü', 'tün')",NN
5380,"('şu', 'anda')",AN
5338,"('de', 'le')",NN
5336,"('ru', 'lu')",NN
5301,"('ti', 'mi')",NN
5234,"('yük', 'Mil')",NN
5214,"('in', 'ci')",NN
5139,"('ti', 'ri')",NN
5081,"('de', 'ce')",NN
5058,"('han', 'Mil')",NN
4959,"('bul', 'eden')",NN
4955,"('üzerinde', 'söz')",NN
4931,"('re', 'ce')",NN
4909,"('pa', 'ra')",NN
4897,"('mek', 'is')",NN
4871,"('et', 'ti')",NN
4864,"('ru', 'pa')",NN
4860,"('Av', 'ru')",NN
4826,"('kul', 'la')",NN
4816,"('Türkiye', 'Cumhuriyeti')",AN
4771,"('An', 'tal')",NN
4718,"('söz', 'konusu')",NN
4707,"('Maddeyi', 'oylarınıza')",NN
4632,"('bun', 'la')",NN
4623,"('BAŞKAN', 'Madde')",AN
4601,"('li', 'fi')",NN
4569,"('adına', 'söz')",NN
4561,"('ne', 'kadar')",AN
4549,"('te', 'si')",NN
4536,"('le', 'il')",NN
4506,"('Mad', 'de')",NN
4428,"('su', 'so')",NN
4407,"('re', 'si')",NN
4400,"('KAN', 'Te')",NN
4398,"('be', 'lir')",NN
4365,"('et', 'mek')",NN
4359,"('ne', 'tim')",AN
4306,"('Devlet', 'Bakanı')",NN
4280,"('bir', 'an')",AN
4278,"('ku', 'rum')",NN
4259,"('çok', 'önemli')",AN
4249,"('se', 'lam')",NN
4226,"('ri', 'le')",NN
4225,"('bul', 'et')",NN
4214,"('sağ', 'la')",AN
4213,"('ik', 'ti')",NN
4160,"('Milletvekili', 'Kemal')",NN
4148,"('Bursa', 'Milletvekili')",NN
4105,"('BAŞKAN', 'Komisyon')",AN
4083,"('ru', 'mu')",NN
4076,"('BAŞKAN', 'Kabul')",AN
4064,"('Sayın', 'Bakanım')",AN
4062,"('kür', 'ede')",AN
4055,"('in', 'cevabı')",NN
4046,"('ha', 'le')",NN
4043,"('Milletvekili', 'Mehmet')",NN
3988,"('le', 'ti')",NN
3986,"('bir', 'de')",AN
3983,"('la', 'se')",NN
3968,"('Ardahan', 'Milletvekili')",NN
3956,"('ne', 'ge')",AN
3927,"('GRUBU', 'ADINA')",NN
3912,"('Milletvekili', 'Ensar')",NN
3868,"('ne', 'den')",AN
3858,"('eko', 'no')",NN
3853,"('Halk', 'Par')",NN
3850,"('değerli', 'arkadaşlar')",AN
3844,"('mak', 'is')",NN
3810,"('la', 'na')",NN
3806,"('kan', 'de')",NN
3806,"('do', 'la')",NN
3794,"('bir', 'ta')",AN
3777,"('baş', 'la')",NN
3756,"('le', 'ce')",NN
3745,"('he', 'pi')",NN
3742,"('hi', 'Ar')",NN
3727,"('ne', 'ti')",AN
3722,"('Millet', 'Meclisinin')",NN
3716,"('gün', 'de')",NN
3714,"('inci', 'maddeyi')",AN
3713,"('ci', 'mad')",NN
3699,"('HALUK', 'KOÇ')",AN
3697,"('mil', 'yar')",NN
3669,"('ta', 'mam')",NN
3665,"('Meclis', 'araştırması')",NN
3663,"('mil', 'le')",NN
3630,"('kanun', 'tasarısının')",NN
3629,"('Bir', 'li')",AN
3600,"('iş', 'le')",NN
3581,"('bugüne', 'kadar')",NN
3581,"('ci', 'haz')",NN
3578,"('Ensar', 'ÖĞÜT')",NN
3575,"('te', 'le')",NN
3540,"('son', 'derece')",AN
3522,"('hur', 'baş')",NN
3520,"('Kanun', 'Teklifi')",NN
3507,"('min', 'de')",NN
3503,"('ün', 'cü')",NN
3498,"('Ke', 'mal')",NN
3445,"('ri', 'si')",NN
3433,"('te', 'mi')",NN
3401,"('sayılı', 'Kanunun')",AN
3401,"('leş', 'me')",AN
3366,"('üre', 'ti')",NN
3345,"('maddeyi', 'oylarınıza')",NN
3313,"('faz', 'la')",NN
3301,"('pi', 'ni')",NN
3290,"('de', 'et')",NN
3288,"('en', 'önemli')",NN
3286,"('tek', 'li')",AN
3281,"('la', 'nan')",NN
3263,"('te', 'şek')",NN
3214,"('ru', 'su')",NN
3183,"('sayılı', 'kanun')",AN
3181,"('ge', 'lir')",NN
3174,"('Tabiî', 'Kaynaklar')",AN
3144,"('kay', 'nak')",NN
3142,"('la', 'mak')",NN
3135,"('BAŞKAN', 'Buyurun')",AN
3129,"('Antalya', 'Milletvekili')",NN
3122,"('de', 'yi')",NN
3112,"('ri', 'len')",NN
3097,"('ge', 'li')",NN
3093,"('milletvekili', 'arkadaşlarım')",NN
3079,"('ro', 'fon')",NN
3077,"('le', 'tin')",NN
3061,"('ti', 'ci')",NN
3049,"('ke', 'me')",NN
3044,"('Adana', 'Milletvekili')",NN
3042,"('ÜMMET', 'KANDOĞAN')",NN
3038,"('rım', 'la')",NN
3029,"('par', 'ti')",NN
3025,"('mu', 'ha')",NN
3022,"('söz', 'talebi')",NN
3014,"('po', 'li')",NN
3011,"('tik', 'ci')",NN
3009,"('fon', 'oto')",NN
3008,"('nu', 'na')",NN
3008,"('haz', 'ta')",NN
3002,"('ile', 'Plan')",NN
3001,"('san', 'la')",NN
2999,"('ın', 'cevabı')",NN
2999,"('bir', 'şe')",AN
2989,"('ha', 'zır')",NN
2986,"('biz', 'de')",NN
2975,"('so', 'rum')",NN
2966,"('ban', 'cı')",NN
2966,"('me', 'li')",NN
2955,"('bir', 'kez')",AN
2945,"('po', 'ru')",NN
2930,"('si', 'zin')",NN
2928,"('pro', 'je')",NN
2919,"('sos', 'yal')",NN
2887,"('muş', 'tur')",NN
2872,"('has', 'ta')",AN
2852,"('teklif', 'ederiz')",NN
2851,"('açık', 'la')",AN
2849,"('nci', 'maddeyi')",NN
2848,"('sayın', 'milletvekilleri')",AN
2848,"('al', 'tın')",AN
2836,"('KOÇ', 'Samsun')",NN
2829,"('dev', 'le')",AN
2827,"('per', 'so')",NN
2799,"('de', 'me')",NN
2796,"('ge', 'ri')",NN
2785,"('Denizli', 'Milletvekili')",NN
2750,"('Kanun', 'Tasarısının')",NN
2750,"('Tek', 'li')",AN
2721,"('üzerinde', 'Cumhuriyet')",NN
2720,"('tan', 'daş')",NN
2715,"('ben', 'de')",NN
2713,"('le', 'mek')",NN
2707,"('met', 'le')",NN
2698,"('tek', 'lif')",AN
2697,"('Sosyal', 'Güvenlik')",AN
2694,"('ru', 'la')",NN
2687,"('rum', 'la')",NN
2687,"('so', 'nu')",NN
2681,"('sosyal', 'güvenlik')",AN
2666,"('ke', 're')",NN
2663,"('ilişkin', 'önergesi')",NN
2660,"('çek', 'ten')",NN
2657,"('şu', 'an')",AN
2656,"('sis', 'te')",NN
2648,"('de', 're')",NN
2640,"('ti', 'ni')",NN
2634,"('li', 'ti')",NN
2634,"('ti', 're')",NN
2619,"('aşağıdaki', 'şekilde')",AN
2616,"('ta', 'rım')",NN
2600,"('bir', 'kö')",AN
2596,"('inci', 'maddesinin')",AN
2592,"('Hak', 'kın')",AN
2587,"('CHP', 'GRUBU')",NN
2583,"('nci', 'mad')",NN
2578,"('Tasarısı', 'ile')",NN
2578,"('in', 'ce')",NN
2567,"('öne', 'ri')",AN
2564,"('köy', 'le')",NN
2564,"('HÜ', 'SE')",NN
2559,"('lir', 'le')",NN
2556,"('re', 'ken')",NN
2554,"('KE', 'MAL')",NN
2547,"('leş', 'ti')",AN
2546,"('hak', 'kın')",AN
2542,"('nu', 'su')",NN
2534,"('ri', 'de')",NN
2533,"('Ankara', 'Milletvekili')",NN
2524,"('lu', 'nan')",NN
2517,"('Ba', 'kın')",NN
2515,"('top', 'lan')",AN
